camis,dba,boro,street,zipcode,cuisine_description
40914899,APPLEBEE'S,BROOKLYN,FLATBUSH AVENUE EXTENSION,11201,American
50081422,Michael Angelo Pizza Restaurant,QUEENS,23RD AVE,11105,Pizza/Italian
50050333,BLUE BOTTLE COFFEE,MANHATTAN,W 40TH ST,10018,Caf̩/Coffee/Tea
50079526,CITY BEER,MANHATTAN,E 39TH ST,10016,"Bottled beverages, including water, sodas, juices, etc."
50075458,DOMINO'S PIZZA #3321,BRONX,E 161ST ST,10451,Pizza
50044830,K & K SUPER BUFFET,QUEENS,SAINT NICHOLAS AVE,11385,Chinese
50083998,BROOKLYN PERK,BROOKLYN,FLATBUSH AVE,11225,Caf̩/Coffee/Tea
41226031,ARS NOVA THEATER,MANHATTAN,WEST   54 STREET,10019,American
50088941,EL MALECON RESTAURANT,BROOKLYN,4TH AVE,11209,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50071985,MISSION CEVICHE,MANHATTAN,CANAL ST,10013,Peruvian
50048028,TORNADO CREPES,QUEENS,WEIRFIELD ST,11385,Other
41641062,YO-BURGER,BRONX,RIVERDALE AVENUE,10463,American
50053047,THE FOOTLIGHT,QUEENS,SENECA AVE,11385,American
50037451,JUNE BAR,BROOKLYN,SAINT NICHOLAS AVE,11237,American
50077481,ROB AND TONY'S PIZZA,QUEENS,GRAND AVE,11378,Pizza
50082381,MOISHE'S PIZZA & DAIRY RESTAURANT,BROOKLYN,FORT HAMILTON PKWY,11219,Jewish/Kosher
50044631,GARDEN MARKET  HOT DOG CONCESSION,MANHATTAN,PENN PLZ,10121,Hotdogs
50054906,SWERVE FITNESS,MANHATTAN,W 46TH ST,10036,"Juice, Smoothies, Fruit Salads"
41588267,COPACABANA,MANHATTAN,8 AVENUE,,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50088325,,MANHATTAN,5TH AVE,10026,Other
50077236,MANHATTA,MANHATTAN,LIBERTY ST,10005,American
50051609,DUNKIN DONUTS,MANHATTAN,E 8TH ST,10003,Donuts
40424247,BAGELS DELI,QUEENS,PARSONS BOULEVARD,11365,Delicatessen
50082359,EMMY SQUARED,MANHATTAN,1ST AVE,10003,Pizza
50086879,Benny's Chao King Restaurant,MANHATTAN,COLUMBUS AVE,10025,Chinese
50073325,FRENCHY COFFEE NYC,MANHATTAN,E 102ND ST,10029,French
40368801,MARBELLA RESTAURANT,QUEENS,NORTHERN BOULEVARD,11361,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50086847,MACAO IMPERIAL TEA,MANHATTAN,HESTER ST,10013,Other
41703808,BELLI OSTERIA,BROOKLYN,FULTON STREET,11238,Italian
50089730,MAMA PHO,BROOKLYN,MANHATTAN AVE,11222,Other
50008352,BLIMPIE,BROOKLYN,5TH AVE,11209,Sandwiches
50056020,DOT & LINE,BROOKLYN,BERGEN ST,11217,Caf̩/Coffee/Tea
50051206,DUNKIN DONUTS,BROOKLYN,BEVERLEY RD,11218,American
50085540,ILLY CAFFE,STATEN ISLAND,RICHMOND AVE,10314,Caf̩/Coffee/Tea
40483696,BROOKS ATKINSON THEATER,MANHATTAN,WEST   47 STREET,10036,American
50086343,THE BOOGIE DOWN GRIND CAFE,BRONX,SENECA AVE,10474,Caf̩/Coffee/Tea
41051273,PRET A MANGER,MANHATTAN,6 AVENUE,10019,Sandwiches
50057027,HAPPY LEMON,QUEENS,39TH AVE,11354,"Juice, Smoothies, Fruit Salads"
41335396,REGAL CINEMAS,BROOKLYN,SHORE PARKWAY,11235,American
50068988,MCDONALD'S #13068,BROOKLYN,CONEY ISLAND AVE,11218,American
41485041,FULTON GRAND,BROOKLYN,FULTON STREET,11238,American
50052511,HOUSE OF CHENG,BRONX,E 165TH ST,10452,Chinese
50013701,DEVOCION,BROOKLYN,GRAND ST,11249,Caf̩/Coffee/Tea
41525880,BEDAWI CAFE,BROOKLYN,PROSPECT PARK WEST,11215,Mediterranean
50076040,GREAT WALL CHINESE RESTAURANT,QUEENS,QUEENS BLVD,11375,Chinese
50086288,,QUEENS,28TH ST,11102,Other
41658672,XING HUI LINDA KITCHEN,BRONX,EAST TREMONT AVENUE,10465,Chinese
50088652,THE OLIVE GARDEN ITALIAN RESTAURANT,BROOKLYN,SHORE PKWY,11214,Italian
41632513,VILLAGE TAVERNA GREEK GRILL,MANHATTAN,UNIVERSITY PLACE,10003,Greek
50060088,GARLIC TO THE CHICKEN,QUEENS,FOREST AVE,11385,Korean
50079770,VIVI BUBBLE TEA,QUEENS,ROOSEVELT AVE,11354,Caf̩/Coffee/Tea
50054297,MR. POLLO # 2,QUEENS,150TH ST,11357,Spanish
50084397,GRAND CANYON RESTAURANT,BROOKLYN,MONTAGUE ST,11201,American
41688111,BUFFALO BOSS,BROOKLYN,ATLANTIC AVENUE,11217,Hotdogs
41552659,YIP SZECHUAN RESTAURANT,QUEENS,MYRTLE AVENUE,11385,Chinese
50070137,DOYLERS,MANHATTAN,W 37TH ST,10018,Irish
41672484,KURO KUMA ESPRESSO & COFFEE,MANHATTAN,LASALLE STREET,10027,Caf̩/Coffee/Tea
50058917,STARBUCKS COFFEE COMPANY #29897,MANHATTAN,3RD AVE,10158,Caf̩/Coffee/Tea
50050878,"COLUMBIA UNIVERSITY BAKER ATHLETICS COMPLEX, STAND #3",MANHATTAN,W 218TH ST,10034,Caf̩/Coffee/Tea
41562252,OMONIA NEXT DOOR,QUEENS,BROADWAY,11106,Bakery
50043270,EL NOPAL RESTAURANT & JUICE BAR,BROOKLYN,5TH AVE,11215,Spanish
41401623,TOWERS CAFE,BROOKLYN,NORTH PORTLAND AVENUE,11205,American
50078229,JOE & THE JUICE,MANHATTAN,3RD AVE,10021,"Juice, Smoothies, Fruit Salads"
50089378,,MANHATTAN,6TH AVE,10018,Other
50010326,MCDONALD'S,QUEENS,NORTHERN BLVD,11377,Hamburgers
50010261,HUMBOLDT & JACKSON,BROOKLYN,HUMBOLDT ST,11211,American
50082790,BUTLER,BROOKLYN,WATER ST,11201,Caf̩/Coffee/Tea
50078974,CHEN'S EXPRESS KITCHEN,MANHATTAN,E 14TH ST,10003,Chinese
50090298,DAILY GOODS,MANHATTAN,JOHN ST,10038,Other
50074238,,MANHATTAN,W 20TH ST,10011,Other
41616112,NFL-HUDDLE CAFE,MANHATTAN,PARK AVENUE,10154,American
41584989,SIMPLY DIVINE AT THE JCC,MANHATTAN,AMSTERDAM AVENUE,10023,Jewish/Kosher
50074901,BUSHNIWA,BROOKLYN,VARET ST,11206,Japanese
50082842,JOKER'S LODGE,BROOKLYN,WYCKOFF AVE,11237,American
41020005,UNCLE BILL'S DINER,QUEENS,STRATTON STREET,11354,American
41543885,THE DUTCH,MANHATTAN,SULLIVAN STREET,10012,American
50054792,BARRY'S BOOTCAMP PARK AVE SOUTH,MANHATTAN,E 27TH ST,10016,"Juice, Smoothies, Fruit Salads"
50086409,JOE'S STEAM RICE ROLL,MANHATTAN,CANAL ST,10013,Chinese
50076263,SUBWAY,QUEENS,UNION TPKE,11040,Sandwiches
50056743,BUNKER,BROOKLYN,SCOTT AVE,11237,Japanese
50083194,BASEMENT,MANHATTAN,MOTT ST,10013,Other
40599130,WENDY'S,BROOKLYN,SHORE PARKWAY,11214,Hamburgers
41461512,WENDY'S,QUEENS,JFK INTL AIRPORT,11430,Hamburgers
50064456,JOHN'S OF 12TH STREET,MANHATTAN,E 12TH ST,10003,Italian
50075634,SWEET ROAD BEVS,BROOKLYN,N 3RD ST,11249,"Juice, Smoothies, Fruit Salads"
40404080,LAZARD FRERES,MANHATTAN,ROCKEFELLER PLAZA,10112,American
50090418,TONY LUKE'S,BROOKLYN,FLATBUSH AVE,11217,Other
50081711,HAPPY GATHERING,QUEENS,34TH AVE,11106,Chinese
50071859,KING'S WOK KITCHEN,BRONX,BROADWAY,10471,Chinese
41362513,5IVE STEAK,QUEENS,JOHN F. KENNEDY INTL AIR,,Steak
50086344,VISH,BROOKLYN,N 3RD ST,11249,Mediterranean
50054615,COBBLESTONE CATERING and FINE FOODS,BROOKLYN,ATLANTIC AVE,11201,American
41525351,PASTELES CAPY,QUEENS,29 STREET,11101,Bakery
41688177,NATHAN'S FAMOUS,BROOKLYN,ATLANTIC AVENUE,11217,Hotdogs
40987470,GROTTA AZZURRA,MANHATTAN,MULBERRY STREET,10013,Italian
50000967,WHEATED,BROOKLYN,CHURCH AVE.,11218,Italian
50037369,STARBUCKS,MANHATTAN,MANHATTAN AVE,10026,Caf̩/Coffee/Tea
50081391,KAIKAGETSU NYC,MANHATTAN,ORCHARD ST,10002,Japanese
50080961,HONG KONG FOODTOWN,MANHATTAN,W 48TH ST,10036,Chinese
50036413,GRAYSON,MANHATTAN,1ST AVE,10009,American
41583286,SHAKE SHACK,BROOKLYN,FULTON STREET,11201,American
50090498,,QUEENS,MERRICK BLVD,11434,Other
41236410,DUNKIN' DONUTS,BROOKLYN,EAST   16 STREET,11229,American
41560830,CIRCLE LINE QUEENS,MANHATTAN,WEST 42 STREET,,American
50082511,SAN QIANG INC,BROOKLYN,8TH AVE,11220,Chinese
50050504,CAFE SABINA,BROOKLYN,AVENUE X,11223,Russian
41550602,THE PIT AT PEOPLES IMPROV THEATER,MANHATTAN,EAST   24 STREET,10010,American
50079922,CITY OF SAINTS COFFEE ROASTERS,MANHATTAN,W 42ND ST,10036,Caf̩/Coffee/Tea
40551234,THE GIN MILL,MANHATTAN,AMSTERDAM AVENUE,10024,American
50007029,SINGAS FAMOUS PIZZA,QUEENS,NORTHERN BLVD,11101,Pizza
41569216,COCO FRESH TEA & JUICE,MANHATTAN,LEXINGTON AVENUE,10010,Caf̩/Coffee/Tea
41428588,DUNKIN' DONUTS,BROOKLYN,AVENUE K,11234,Donuts
50090056,HARLEM 2 LOUNGE,MANHATTAN,8TH AVE,10026,Other
41577981,SUN HING RESTAURANT,BROOKLYN,ST JOHN'S PLACE,11213,Chinese
50017836,I-FORTUNE COOKIE,QUEENS,21ST ST,11101,Chinese
50073569,WAGAMAMA,MANHATTAN,3RD AVE,10003,Japanese
50062684,KESTE WALL STREET,MANHATTAN,FULTON ST,10038,Pizza/Italian
50068276,ELA TAVERNA,BROOKLYN,BERRY ST,11249,Greek
50089814,Brooklyn's Best,BROOKLYN,CONEY ISLAND AVE,11230,Other
50086523,Paddy's on the Island,BRONX,CITY ISLAND AVE,10464,Other
50060268,STARBUCKS COFFEE,MANHATTAN,W 48TH ST,10036,Other
40560931,ETHEL BARRYMORE THEATER,MANHATTAN,WEST   47 STREET,10036,American
50079545,ANDA CAFE,MANHATTAN,HESTER ST,10002,Caf̩/Coffee/Tea
41428295,FACULTY HOUSE,MANHATTAN,MORNINGSIDE DRIVE,10027,American
50074839,IKINARI STEAK,MANHATTAN,PARK AVE S,10016,Steak
50078746,PETRIE COURT CAFE  (MET MUSEUM),MANHATTAN,5TH AVE,10028,Caf̩/Coffee/Tea
41694258,BURGER KING,BROOKLYN,LINDEN BOULEVARD,11207,Hamburgers
40750062,PANEANTICO BAKERY,BROOKLYN,3 AVENUE,11209,Bakery
50064858,TETSU,MANHATTAN,LEONARD ST,10013,Japanese
41691652,GABRIELA PIZZERIA & RESTAURANT,QUEENS,162 STREET,11358,Pizza/Italian
50043973,NAYA EXPRESS,MANHATTAN,NEW YORK PLZ,10004,Mediterranean
50089785,HENRY'S END,BROOKLYN,HENRY ST,11201,American
41147516,BLENHEIM,MANHATTAN,WEST 12 STTREET,,American
41243693,MONAHAN & FITZGERALD,QUEENS,41 AVENUE,11361,Irish
50085027,PIZZERIA SAN DIEGO,BRONX,E 180TH ST,10457,Pizza
41360078,ROMANCE BAR AND RESTAURANT,STATEN ISLAND,VAN PELT AVE,10303,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50075139,Q TOWN ASIAN CUISINE,QUEENS,BROADWAY,11373,Asian
41253085,H&L BAGEL,BROOKLYN,3 AVENUE,11209,Bagels/Pretzels
50069729,THE HAIRY LEMON,MANHATTAN,AVENUE B,10009,American
40639934,SPIRIT OF NEW YORK,MANHATTAN,WEST 23 STREET - CHELSEA PIER,10014,American
41349247,CRUNCH PIT STOP,MANHATTAN,2 AVENUE,10022,"Juice, Smoothies, Fruit Salads"
41139411,HELL'S KITCHEN,MANHATTAN,9 AVENUE,10019,Mexican
50085631,PIZZA MERCATO,BROOKLYN,MOORE ST,11206,Pizza
50072395,ROCKWELL'S,MANHATTAN,BROAD ST,10004,American
50054932,BROTHERS TAVERNA,QUEENS,STEINWAY ST,11105,Mediterranean
41630612,NEBU HOOKAH LOUNGE,QUEENS,80 STREET,11421,Middle Eastern
41395505,NATHAN'S FAMOUS,QUEENS,126TH & ROOSEVELT AVENUE,,American
50074820,PALETERIA LOS MICHOACANOS,QUEENS,43RD AVE,11368,"Ice Cream, Gelato, Yogurt, Ices"
40840750,REUTERS EXECUTIVE DINING ROOM,MANHATTAN,TIMES SQUARE,10036,American
41324451,TASTE & SEE,QUEENS,160 STREET,11432,Caribbean
50072011,LOGAN'S RUN,BROOKLYN,5TH AVE,11215,Chicken
40763786,THE BRAZEN HEAD,BROOKLYN,ATLANTIC AVENUE,,American
40395211,THE GRAY MARE,MANHATTAN,2 AVENUE,10003,Irish
41694302,"BURGER KING,POPEYES LOUISIANA KITCHEN",BROOKLYN,UTICA AVENUE,11234,Hamburgers
50090323,,BROOKLYN,BOARDWALK W,11224,Other
41647897,WYTHE HOTEL BAR,BROOKLYN,WYTHE AVENUE,11249,American
40389903,QUEEN RESTAURANT,BROOKLYN,COURT STREET,11201,Italian
40745870,MARATHON FOOD SHOP,QUEENS,NORTHEN BLVD,,Delicatessen
50071556,TONGKATSU,MANHATTAN,RIVINGTON ST,10002,Japanese
41567414,AMC THEATRES,MANHATTAN,WEST   42 STREET,10036,American
50065381,HANG YAN,QUEENS,JAMAICA AVE,11418,Chinese
50048238,BURGERFI,BROOKLYN,86TH ST,11228,American
50055631,ARMANI RISTORANTE,MANHATTAN,5TH AVE,10022,Italian
50083261,BANK OF CHINA CAFETERIA,MANHATTAN,AVENUE OF THE AMERICAS,10018,Asian
41455231,SUBWAY,QUEENS,JAMAICA AVENUE,11432,Sandwiches
41476697,VIEW OF THE WORLD TERRACE CLUB,MANHATTAN,WASHINGTON STREET,10006,American
41702645,TIN CUP CAFE,BROOKLYN,4 AVENUE,11232,American
50055497,GARDEN CITY CHINESE RESTAURANT,QUEENS,MERRICK BLVD,11413,Chinese
50049309,TIN KETTLE,BROOKLYN,VANDERBILT AVE,11238,American
50072156,PRET A MANGER,MANHATTAN,5TH AVE,10016,Sandwiches/Salads/Mixed Buffet
50058618,ORIGINAL HAZI BIRYANI,QUEENS,HILLSIDE AVE,11432,Indian
50088499,,BROOKLYN,BATH AVE,11214,Other
50087020,MCDONALD'S,QUEENS,21ST ST,11106,American
50065987,WETZEL'S PRETZELS,STATEN ISLAND,RICHMOND AVE,10314,Bagels/Pretzels
50068343,MILK BAR,BROOKLYN,6TH AVE,11217,American
50056957,NEUBERGER BERMAN EDR,MANHATTAN,AVENUE OF THE AMERICAS,10119,American
50071061,SIMMER HUANG,QUEENS,37TH AVE,11354,Chinese
41395492,HYUNDAI CLUB 1ST BASE STAND 117,QUEENS,ST & ROOSEVELT AVENUE,,American
50086505,CRAZY WINGS RESTAURANT,QUEENS,37TH AVE,11372,Other
50078036,100% MR LIN,BROOKLYN,GOLD ST,11201,Other
50072080,SIMON & THE WHALE,MANHATTAN,LEXINGTON AVE,10010,American
50079510,Burger King,BRONX,WESTCHESTER AVE,10461,Hamburgers
41611667,SERVICE BAR 7,QUEENS,ROCKAWAY BOULEVARD,11420,American
50007882,THE FINANCIER PATISSERIE,MANHATTAN,World Financial Center,10281,Caf̩/Coffee/Tea
50088993,GODIVA CAFE,MANHATTAN,LEXINGTON AVE,10022,Other
50000832,AMC THEATRES,MANHATTAN,W 34TH ST,10001,American
50089789,K & S RAMEN,MANHATTAN,BROOME ST,10002,Japanese
50087720,LUXAMOR,MANHATTAN,BLEECKER ST,10012,Caf̩/Coffee/Tea
50000282,UPTOWN SLICES,MANHATTAN,W 135 STREET,10030,Pizza
41376760,PATISSERIE CLAUDE,MANHATTAN,WEST    4 STREET,10014,Bakery
50019273,SUBWAY,MANHATTAN,E BROADWAY,10002,Sandwiches/Salads/Mixed Buffet
50045180,NANOOSH,MANHATTAN,ROCKEFELLER PLZ,10112,Mediterranean
50078220,CAVIAR RUSSE,MANHATTAN,MADISON AVE,10022,French
50049836,SIMPLE ELDRIDGE,MANHATTAN,ELDRIDGE ST,10002,Japanese
50082889,DELI & RESTAURANT MAGALI,STATEN ISLAND,FOREST AVE,10302,Delicatessen
50061153,LA OFICINA,QUEENS,WYCKOFF AVE,11385,Spanish
40990299,ELEGANT CHINESE RESTAURANT,QUEENS,HILLSIDE AVENUE,11427,Chinese
50083462,TAKUMI JAPANESE CUISINE,MANHATTAN,CHAMBERS ST,10007,Japanese
50053579,KANSAS CHICKEN & BURGER,BROOKLYN,RUTLAND RD,11212,Chicken
41420313,ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,MANHATTAN,EAST   55 STREET,10022,American
50083175,PEET'S AT MILSTEIN,MANHATTAN,CLAREMONT AVE,10027,Caf̩/Coffee/Tea
50065819,KBBQ,MANHATTAN,PARK AVE,10169,Korean
50055023,BOGATY,BROOKLYN,AVENUE L,11236,Bagels/Pretzels
50074800,Thelma's Kitchen,BRONX,E 174TH ST,10457,American
50072858,BETTER GOURMET HEALTH KITCHEN,STATEN ISLAND,HUGUENOT AVE,10312,Sandwiches/Salads/Mixed Buffet
50041799,310 BOWERY BAR,MANHATTAN,BOWERY,10012,American
40388016,WENDY'S,BRONX,WESTCHESTER AVENUE,10462,Hamburgers
41262161,DUNKIN' DONUTS,BROOKLYN,CONEY ISLAND AVENUE,11223,Donuts
41629670,DUNKIN' DONUTS,QUEENS,JFK INTERNATIONAL AIRPORT,11430,Caf̩/Coffee/Tea
41555711,LI'S HAPPY FAMILY,STATEN ISLAND,NEW DORP LANE,10306,Chinese
50076652,SUNSET DINER,BROOKLYN,MEEKER AVE,11222,American
41567009,STARBUCKS,QUEENS,BROADWAY,11106,Caf̩/Coffee/Tea
40901832,TAL BAGELS,MANHATTAN,LEXINGTON AVENUE,10028,Bagels/Pretzels
50085688,SIMON SIPS,MANHATTAN,AVENUE OF THE AMERICAS,10036,Caf̩/Coffee/Tea
50074319,ESPRESSO MATTO,MANHATTAN,BROADWAY,10031,Caf̩/Coffee/Tea
50001769,ZEN VEGETARIAN HOUSE,BROOKLYN,FLATBUSH AVE,11226,Vegetarian
41712818,A LOVE FOR CAKES,QUEENS,FRESH POND ROAD,11378,Bakery
50072454,DUNKIN DONUTS,MANHATTAN,CANAL ST,10013,American
50072652,SUBWAY,BROOKLYN,BUSHWICK AVE,11206,Sandwiches
50084938,TACO BELL CANTINA,MANHATTAN,8TH AVE,10018,Mexican
50082292,THREE FLAVOR DUMPLING KING,BROOKLYN,18TH AVE,11204,Chinese
40849624,DOMINO'S,BRONX,WEBSTER AVENUE,10458,Pizza
50078405,TACOS EL CHULETON,BRONX,GRAND CONCOURSE,10468,Mexican
50085397,CHIPOTLEMEXICAN GRILL #2659,BRONX,BARTOW AVE,10475,American
50089435,SUSHI STAR,MANHATTAN,9TH AVE,10018,Other
50061406,SEMSOM,MANHATTAN,LEXINGTON AVE,10017,Mediterranean
50078723,TACO MIX,MANHATTAN,LEXINGTON AVE,10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41554670,MORGAN STANLEY EMPLOYEE CAFETERIA,MANHATTAN,NEW YORK PLAZA,10004,American
50062635,TABLE 87 PIZZA,BROOKLYN,36TH ST,11232,Pizza/Italian
41589450,J P MORGAN CHASE,MANHATTAN,PARK AVENUE,10017,American
41167580,POCO LOCO BAR,STATEN ISLAND,VANDUZER STREET,10301,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50078099,MILK BAR,MANHATTAN,W 56TH ST,10019,Caf̩/Coffee/Tea
50053882,MAHJI,BROOKLYN,GRAND ST,11211,Korean
50069708,HARDEE,BROOKLYN,SARATOGA AVE,11212,Chinese
50084678,NOODLE CULTURE,MANHATTAN,W 14TH ST,10014,Asian
50073040,JUICEMINE,STATEN ISLAND,MINTHORNE ST,10301,"Juice, Smoothies, Fruit Salads"
41381168,SPUNTO,MANHATTAN,CARMINE STREET,10014,Pizza/Italian
50003561,EL RINCON PERUANO RESTAURANT,QUEENS,ROOSEVELT AVE,11377,Peruvian
50073959,SVG CARIBBEAN BAKERY AND RESTAURANT,BROOKLYN,NOSTRAND AVE,11226,Caribbean
50090703,NEIMAN MARCUS 20 HUDSON YARDS,MANHATTAN,W 33RD ST,10001,Other
50005485,EMILIO SUPER BAKERY,BRONX,E CLARKE PL,10452,Bakery
50045055,GARDEN MARKET HOT DOG CONCESSION,MANHATTAN,PENN PLZ,10121,Armenian
50056417,FINGERLINKING RESTURANT,BROOKLYN,FULTON ST,11233,African
50088523,DORA RESTAURANT,QUEENS,FRANCIS LEWIS BLVD,11422,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50063017,MINETTA LANE THEATRE,MANHATTAN,MINETTA LN,10012,"Bottled beverages, including water, sodas, juices, etc."
50081505,BE IN GOOD HEALTH,QUEENS,MERRICK BLVD,11413,Caf̩/Coffee/Tea
50063880,PARISH,MANHATTAN,ORCHARD ST,10002,American
50033067,FIVE GUYS FAMOUS BURGERS AND FRIES,BRONX,HUTCHINSON RIVER PKWY,10465,American
50074812,The Bistro at the COURTYARD BY MARRIOTT,QUEENS,HORACE HARDING EXPY,11365,American
41037278,FIGAROLA PIZZERIA,MANHATTAN,1 AVENUE,10065,Pizza
50033171,DOS TOROS,MANHATTAN,LEXINGTON AVE,10017,Mexican
50035531,DUNKIN' DONUTS,QUEENS,JFK INTERNATIONAL AIRPORT,11430,Donuts
41276525,PACIFIC STANDARD,BROOKLYN,4 AVENUE,11217,American
41662683,LADY M CONFECTIONS (Plaza Hotel 770 5th avenue),MANHATTAN,WEST   59 STREET,10019,Bakery
50034654,MCDONALD'S,BROOKLYN,20TH AVE,11214,Hamburgers
50067652,ROYAL JERK,BROOKLYN,VAN SICLEN AVE,11207,Caribbean
40512258,BLUE RIBBON SUSHI,MANHATTAN,SULLIVAN STREET,10012,Japanese
50087301,GOLDEN WOK,MANHATTAN,AMSTERDAM AVE,10031,Chinese
41644679,PIONEER RESTAURANT,BRONX,WEST  231 STREET,10463,Chinese
50056173,DUNKIN DONUTS-BASKIN ROBBINS,MANHATTAN,E 23RD ST,10010,Donuts
50005613,JADE ASIAN BISTRO,STATEN ISLAND,NEW DORP LN,10306,Chinese/Japanese
50074456,LAHI,QUEENS,VAN LOON ST,11373,Filipino
50078238,HARTBREAKERS,BROOKLYN,HART ST,11237,Vegetarian
50052698,Cascablanca Cocktail Lounge,BROOKLYN,MALCOLM X BLVD,11233,American
50086905,KENNEDY FRIED CHICKEN,QUEENS,SPRINGFIELD BLVD,11413,Chicken
50075322,MASALA KING,MANHATTAN,E 34TH ST,10016,Indian
50006959,BAM FISHER,BROOKLYN,ASHLAND PL,11217,American
41395381,STAND 110,QUEENS,126TH ST &  ROOSEVELT AVENUE,,American
41459709,RALPH'S FAMOUS ITALIAN ICES,STATEN ISLAND,RICHMOND AVENUE,10312,"Ice Cream, Gelato, Yogurt, Ices"
50085860,ROCK CW,MANHATTAN,5TH AVE,10020,Caf̩/Coffee/Tea
50073183,EAT CLUB,MANHATTAN,W 27TH ST,10001,American
50078143,BROADWAY PIZZA,BROOKLYN,86TH ST,11209,Pizza
50061023,CHOWTIME,BROOKLYN,MERMAID AVE,11224,Chinese
41457591,ROSSY'S BAKERY & COFFEE SHOP,MANHATTAN,EAST    3 STREET,10009,Spanish
50064109,BOBA GUYS,MANHATTAN,CANAL ST,10013,Caf̩/Coffee/Tea
50087760,CYPRESS INN CAFE,QUEENS,STANHOPE ST,11385,Other
50048761,STARBUCKS COFFEE,MANHATTAN,3RD AVE,10065,Caf̩/Coffee/Tea
50078401,GWENDOLYN'S CORNER SHOPPE,QUEENS,WOODWARD AVE,11385,Other
50046874,COVINA,MANHATTAN,E 28TH ST,10016,American
41531196,CALL IT A WRAP,STATEN ISLAND,FOREST AVENUE,10310,American
41305701,2 IN 1 RESTAURANT,BROOKLYN,FLATBUSH AVENUE,11234,Chinese
50088843,RED HOUSE,MANHATTAN,E 14TH ST,10003,Chinese
50074000,BLVD DINER,QUEENS,QUEENS BLVD,11104,American
50072628,Pitchounette 81,MANHATTAN,E 81ST STREET,10028,French
50059594,PICCOLA CUCINA,MANHATTAN,THOMPSON ST,10012,Italian
50083691,BOCA RESTAURANT & STEAK HOUSE,BRONX,WEBSTER AVE,10458,American
50066289,GREGORYS COFFEE,MANHATTAN,9TH AVE,10036,American
41688142,WILLIAMSBURG PIZZA,BROOKLYN,ATLANTIC AVENUE,11217,Pizza
50075323,HUNGRY BURRITO TACOS,QUEENS,SENECA AVE,11385,Tex-Mex
41537952,XIANG DRAGON CHINESE RESTAURANT,MANHATTAN,1 AVENUE,10035,Chinese
40482598,IMPERIAL THEATRE,MANHATTAN,WEST   45 STREET,10036,American
41313429,DUNKIN' DONUTS,MANHATTAN,CHRISTOPHER STREET,10014,Donuts
41586213,THE CORNER CAFE & BAKERY/PIZZA PLUS,BRONX,RIVERDALE AVENUE,10463,Jewish/Kosher
41411821,MARI VANNA,MANHATTAN,EAST 20 STREET,10003,Russian
50079087,HUDSON RESTAURANT,BROOKLYN,BEDFORD AVE,11249,French
50080427,BROADWAY PIZZA,MANHATTAN,BROADWAY,10025,Pizza
50011207,TEXAS CHICKEN,MANHATTAN,MALCOLM X BLVD,10037,Chicken
40380660,BURRITO LOCO,MANHATTAN,WEST    4 STREET,10014,Tex-Mex
41089821,SOUTH FIN GRILL/THE VANDERBILT,STATEN ISLAND,FATHER CAPODANNO BOULEVA,,Italian
41636405,ASIAN FOOD LTD,QUEENS,PARSONS BLVD,11432,Filipino
50014272,CAFE 55,MANHATTAN,WATER ST,10041,American
41564934,RADIO CITY MUSIC HALL,MANHATTAN,AVENUE OF THE AMERICAS,10020,American
50073546,GENERAL DEB'S,BROOKLYN,IRVING AVE,11237,American
50071469,BLINK THAI,BROOKLYN,GRAND ST,11211,Other
50018943,MAHALO NEW YORK BAKERY,QUEENS,MYRTLE AVE,11385,Bakery
50064388,PASTAI,MANHATTAN,9TH AVE,10011,Italian
41258465,STARBUCKS,BROOKLYN,MANHATTAN AVENUE,11222,Caf̩/Coffee/Tea
41395419,STAND 402,QUEENS,126 ST & ROOSEVELT AVENUE,,American
50089536,,QUEENS,JAMAICA AVE,11421,Other
50075147,BRISA DOMINICANA,MANHATTAN,AMSTERDAM AVE,10031,Spanish
50072299,,BROOKLYN,CONEY ISLAND AVE,11223,Other
50076683,KINGSBREW,BROOKLYN,ORIENTAL BLVD,11235,Caf̩/Coffee/Tea
50086611,Modern Bread and Bagel,MANHATTAN,COLUMBUS AVE,10024,Other
40759944,LUIGI'S PIZZERIA,BROOKLYN,5 AVENUE,11215,Pizza/Italian
50088271,,BROOKLYN,KINGS HWY,11223,Other
50073662,THE PHLUID PROJECT,MANHATTAN,BROADWAY,10012,Caf̩/Coffee/Tea
50088729,JUICOLOGY,MANHATTAN,W 30TH ST,10001,"Juice, Smoothies, Fruit Salads"
50073061,JIMMY'S RESTAURANT,QUEENS,COLLEGE POINT BLVD,11355,Chinese
50087392,CENTERVIEW PARTNERS,MANHATTAN,W 52ND ST,10019,Other
50084998,TBAAR,QUEENS,MAIN ST,11354,"Juice, Smoothies, Fruit Salads"
50090879,TASTE COLLECTION,MANHATTAN,RIVINGTON ST,10002,Other
